score,title,time,review
1,This is no 7 star movie!,13 April 2017,"**** This Review May Contain Spoilers*** I ordered this movie because IMDb showed a 7 star rating. I don't understand how this movie could have deserved a 7. A new dinosaur has been created that is so smart it removes a tracking device from it's own body so that it can't be tracked. It tricks the handlers into thinking it left its cage by lowering it's heat signature. I fast forwarded the last 1/3 of the movie because curiosity got the better of me. I had to see how the script writers were going to dig themselves out of this one. Flying dinosaurs are loosed but the story ends without resolving this little fact. Driving a motorcycle among Raptors, which apparently have been programmed to work with the protagonists. Bad script and bad acting. Don't waste your time."
10,"If you're looking to sit on the edge of your seat for two hours, welcome!",14 September 2015,"First of all I think people need to understand that film is a lot like music, you can't listen to a new Justin Bieber song and complain because it's not a Mozart masterpiece. And you definitely can't watch Jurassic World expecting a mind-boggling, emotional Inception type film. I would put Jurassic World in the same category as most Michael Bay films, the story line won't make you think, the characters won't go through any psychological changes but you will be thoroughly entertained by the special effects. I think it's fairly obvious throughout the original trilogy and this film that we are the visitors to the attractions, Steven Spielberg gave the parallel Earth a new unimaginable attraction, one which surprised the audience so much, it's rated as one of the best films ever. Period. Fast forward twenty two years past the films of Interstellar, Lord of the Rings and Harry Potter, we as a human race have seen a lot of original, unique things, a plain old dinosaur film will not bring us the same thrills as it did in 1993. Therefore we are once again, the visitors to the attraction. We will never feel the same buzz as first seeing that T-Rex crashing the gates over, or the same chill down the neck when first hearing that Raptor shriek. However, we can still be entertained. Which is what happens throughout the film. The characters are fairly bland, there are only a couple likable ones, but they all seem to grow on you near the end, the bloodbath that is left by the new Dino is quite emotional and gives you a side to pick fairly easily, the surprises throughout the film keep it exciting and the special effects, well we are in 2015 and they did have a lot of money to spend so lets just say they are incredible as expected. If you're looking to be on the edge of your seat for two hours and trust the film to not bore you, then you have nothing to worry about, the line graph representing excitement just climbs up and up, if you're expecting another Shawshank Redemption, well please don't slate the film when it doesn't satisfy your needs. I think that films should have two ratings, one for overall, and another for it's main sub-category, for example as an overall film I'd give it a 7.5-8, it's sub-category of excitement I'd give a solid 10, a comparison to the first Transformers which I'd give an 8 for excitement and a 5 overall. Therefore I really do recommend this film for anyone who like me, enjoys special effects, good excitement and two hours to just sit on the edge of my seat and thoroughly enjoy my time. I can only say I can't wait for the second one and I'm sure you will too after you watch it."
1,Trash. A waste of everything that a movie should actually be.,21 October 2015,"Much like Jurassic World, this load of junk was created purely to rake in the dollar.Apparently it's OK to show the world... AGAIN... live goats waiting to be eaten, pigs going to be ripped to shreds by teams of raptors and people being torn to pieces, but when a dino dies the violins begin and the female lead trots around a dinosaur paddock in 6 inch heels and a cream suit, suitably panting and puffing, chest rising, falling, splayed on the ground, all vulnerable and waiting... I was wishing so hard that the Rex would eat her... it might have saved the entire load of nonsense.The usual totally stupid script, but at least the first movie was original, the second annoying and the third intriguing... this movie is just terrible repeat, repeat, repeat... gosh, even down to a cell phone incident... wow... not a single original moment, the usual interchangeable Hollywood actors that I'll never remember and loads and loads of stupidity and artifice. Garbage. The one redeeming feature is for about 5 seconds you get to see astoundingly beautiful nature. First time I've loathed Vincent D'Onofrio and I never thought I'd say that. The other actors could have been pulled straight out of Days of our Lives, complete with faces that did not move a muscle, even when in a state of supposed terror. Who willingly makes this kind of utter trash? I hope this is the last one. Leave the dino's where they belong, in the past!Totally forgettable and moronic waste of time. Thank goodness I didn't pay for the DVD and thank goodness I borrowed it and was able to give it back, flying across the room."
1,The worst,19 March 2017,"This movie is notable for being by far the worst of the series. The miscasting of the central characters is hilarious, and the screenplay is pretty much a lesson in how not to write a script. Bryce Dallas Howard is utterly wasted as Claire Dearing, a wickedly self indulgent and criminally irresponsible character who aroused such a sense of revulsion in me that I spent the rest of the movie hoping something scaly would chew her head off. It was not to be - but more than that, she triumphs, the lesson being that psychopathic bad behavior carries no consequences. There is also a farcical attempt to make her the love interest, again utterly at odds with her character. And as the for the rest, occasionally some good action sequences, too many people who looked like they just time warped out of the 70's, and generally a sour feeling at the end that I just wasted a couple of hours out of my life that will never be reclaimed. See it, but understand it for what it is - second rate garbage."
7,Its a Jurassic World after all.,2 June 2015,"The 4th film in the Jurassic Park series and the second sequel that Steven Spielberg did not direct starts off well enough with enough call backs to the first film of the series but quickly turns into a monster movie with a run away super killer dinosaur that was spliced by the DNA of other prehistoric creatures for the sake of selling extra tickets. If my description of the plot Is pretty simplistic,it's because the story is that simple. So forget the dangers of science morality tales that both ""Jurassic Park"" and ""The Lost World"" gave to it's stories and just accept that the series has become a standard creature feature that just swaps out it's main monster for every new installment. The last film in the series ""Jurassic Park 3"" pretty much threw away the whole plot lines of the first two films just to give us a chase film with a dinosaur that was never even seen in ""The Lost World"" and that film was set on the same island. While ""Jurassic Park 3"" just went on a painful 90 minutes long montage of talking raptors, horrible scenes of family bonding and an visible annoyed Sam Neill looking like he's about to go postal on the people working on the film set, Jurassic World manages to be a hell of a lot more enjoyable experience for the viewer in terms of just trying to inject a sense of plot and continuity to this other wise creature feature.As a standard creature feature, the movie works well and gives you your money's worth of dinosaurs doing collateral damage to property and personnel with the occasional park visitor being killed for good measure. Throw in your slack jaw good guy ( Chris Pratt) who feels that the creatures are misunderstood and works with good guy dinosaurs(I Kidd you not) to help stop the super killer dinosaur. Throw in an human adversary for our hero to fight with ( Vincent D""Onofrio) who would blow the whole island up to get this monster and add an human element like two lost children who are related to a employee at this crazy theme park who by the way has the hots for our hero and you have the entire story right there.It's hard enough to keep a franchise going, especially when you're dealing with dinosaurs walking the earth. You will eventually hit a wall in terms of storytelling if your primary goal is to keep turning these films out with out any care what so ever. We saw that with ""Jurassic Park 3"" where all the plot points from the previous two films were abandon for a B Movie creature feature. ""Jurassic World"" tries hard to correct that by having the movie be about something a little more and try to connect itself to the first film of the series. And Its much better film for it but it still ends up a creature feature all the same."
1,Predictable,22 November 2015,"I watched this on an airline flight. After 30 minutes I fell asleep. On the return flight I forced myself to watch the rest. Within 40 minutes of the start of the film I knew who was going to die and who wasn't, how the story was going to resolve (if you can call it that) and the fact that I didn't care about ANY of the characters. I also couldn't name a single one of them. There was more character development in the Flintstones. People did the same stupid things that NO ONE would actually do in real life (yelling when there's a big killer dinosaur looking for them, standing up on high ground etc.) The story was so thin it was probably written on a cocktail napkin. Special effects guys did the usual amazing job, and Pratt tried REALLY hard, but that doesn't make it a good movie. I was grateful when the turbulence hit my plane and the pilot interrupted it. I cannot believe that this utter pile of garbage took in a billion dollars. Please...no more sequels, take the billion and use it for some good, instead of torturing people."
9,A nod to the original and even more,12 June 2015,"As a young boy, dinosaurs were the greatest thing on earth (well, the greatest thing that once WAS on earth) for me. I knew most of their names (like Gray in JW) and had my plastic dinosaurs fighting themselves, evil, and sometimes also good. You can imagine my excitement when I first saw Jurassic Park and I was truly blown away by the idea. I still somehow wish that I could actually experience the events in the movie, although I understand the critic that the author of the novel, Michael Crichton, wanted to express. Much of that critic is lost in the third sequel to the original movie, 22 years after its original release, at least it's hidden very deep in the plot. The scientists have created a new super- species, filled the missing pieces of DNA up with genes of amphibians that all have certain survival-powers, and it all goes terribly wrong, much because the dinosaurs are being underestimated as they always were. So is it a reboot of the first movie? At least a bit. They are referring to the first movie all the time, examples: A control guy wearing an Jurassic Park shirt proudly says he got an original shirt (shown in part 1 several times) for $150 from eBay, they run through degenerated original buildings and one time the kids even drive an original van that they repaired competently. New park-owner Masrani says that John Hammond told him on his death bed to ""spare no expense"", which was one of the funniest scenes in the movie, yet Masrani doesn't want to commercialize the park too much. That's where the movie starts being perfectly self-ironic: one control guy (the one with the classic shirt) jokingly suggests, in order to please the investors, to name newly bred species after companies, ""so how about Pepsi-Saurus""? The movie indeed is full of product placements, I counted at least 9 brands and logos that are shown or mentioned during the film. So what is the purpose of the movie? Mainly, I guess, it's meant as a nostalgic, yet up-to-date experience/excuse for all those fans who were bitterly disappointed by the Parts II&III. It's exciting, contains a little love story, it's got wit, social criticism and excellently animated dinosaurs. It shows that 22 years after Jurassic Park, movie heroes are still being chauvinist and women are still stronger and braver as they are pictured in most (other) movies. And, finally, it fulfills every fans biggest desire: man and dinosaur, at last fighting side by side. That's probably why I'd give it an even better rating than the original Jurassic Park movie, although of course classic scenes like the shaking water glass will probably never be outperformed. Résumé: Director Colin Trevorrow manages to create an enthralling and visually stunning homage to the original which at some points brilliantly steps out of the shadow of its role model and finally puts the conciliatory end to the dinosaur universe that we, the fans, truly deserved."
10,A really fun ride and I'll certainly watch it more than once!,21 June 2015,"A really thrill of a ride. The Indominous Rex was a really cool idea and handed well. A lot of action and storyline. Most characters developed well and the last scene was a peach! However, there were some faults but they didn't destroy the film in any way, shape or form.The park was introduced in a very modern way and the teenager was like he would be, on his phone when there are dinosaurs!!! Staring at girls of course while queuing for the Gyrosphere was also very relatable.Glad the Trex animatronic came back...and didn't die because that would have disappointed me as it would have been a Jurassic Park 3 repeat. Though my jaw-dropped at the awesomeness that was when the Trex and Velociraptor fought together against the I-Rex. Seriously a really good film and (in my opinion) competes for the best of the four films."
8,Brilliant,7 June 2015,"I am a huge fan of the Jurassic Park franchise, it's my favorite franchise, my life revolves around it and dinosaurs. I was very nervous for Jurassic World, because it had been so so long since we've seen them back on Isla Nublar (22 years to be exact). This made me go into the film as a mainstream film fan, so I could really tell if this was a good film or not, without being bias. I was amazed by how much this film makes you feel like a kid again, it has the exact amount of nostalgia to please the fans of the franchise and enough new material to appeal to a younger audience who maybe haven't seen the first three films.First of all, the cast which this film possess is used to great effect, with the most notable being Chris Pratt, his character Owen Grady is the perfect blend of Alan Grant and Ian Malcolm, making him likable and very quirky in how he behaves around his Velociraptors and people in general. Bryce Dallas Howard's character breaks the conventions of a female character in a film of this genre, she takes control of situations and you feel that she isn't a girl to run away from danger...apart from running away from the Indominous Rex, which I don't blame anyone for doing so. The supporting characters in the film also help it to come alive and make you think this is a real park with real lives at risk, especially Vincent D'Onfario in his role, he plays it magnificently and you can feel his tension yourself and finally Nick Robinson and Ty Simpkins as the kids in peril aren't as annoying as Kelly in the lost world, so that's an improvement to take note for.When the first trailer for Jurassic World was released, way back at the end of November 2014, people were starting to get very worried about the effects in this film and how they will improve from the first film, the same with the use of animatronics in this film. Well my friends and fellow fans, the CGI in this film are brilliant to look at, even though some scenes you can tell it is from a computer scene, the rest you couldn't tell the difference, they used the animatronics in scenes where they were necessary which has a lot of sentimental value for the film which was a nice touch. Most people thought in this film the Tyrannosaurus would play a minor role like it did in Jurassic Park 3, but the way they utilize the old girl is brilliant, she is amazing to look at and she even has the scars form the fight with the raptors from the first film, you cannot make the T-Rex have a small role in this film, especially when she's the poster girl for this magnificent franchise. It will be hard to make Jurassic World 2 better than this one, but here is to hoping!"
10,Welcome to the Park,30 November 2015,"It's been awhile I think that I have labeled a film ""a thrill ride"" but seriously though this film was a real thrill ride. It takes place about twenty years after the events of the first film. There is now a functioning theme park on the original island. They get thousands of guest and they have tons of money making attractions. But then the people who run the park get a little greedy wanting to make more money and bring in more people so they create a new attraction, one that is more dangerous and scarier then the T-Rex. This film was fantastic. Chris Pratt and Bryce Dallas Howard lead this film very well almost as a good as Sam Neill and Laura Dern did in the first film. The kids as well Nick Robinson and Ty Simpkins did a good job. Colin Trevorrow also was a great choice to helm this film and he did a fantastic job directing. Now yes this film was a sequel and a great one at that. It's been a long time since I have felt that a sequel is just as good as its original. This film to me is really good and just as good as the first film. The special effects were great and one of the best parts was the music. I have been a Jurassic Park fan since I was a little kid and this is actually the first of franchise that I have seen in theaters as well. So this was definitely an amazing experience for me and hearing that original score in this film literally gave me goosebumps."
10,"Graceful, popcorn filled thrilling and tense, taught and energetic. This trilogy gets much better as it goes on.",28 September 2015,"Successfully expands from park to world. Truly, it's a Jurassic world after all. Even though Steven Spielberg didn't direct it, he's still the executive producer. The visuals were thrilling and spectacular and so was the plot line. As the time passes on, the visuals get more artistic and realistic. This trilogy series never wears out it's welcome, I wonder what they will think of next Jurassic Space? I hope this film continues to receive critical acclaim as it's a dazzling popcorn thriller and it's emotionally and visually exciting.I think in the fifth film, there should be dinosaurs in space or the dinosaurs are attacking aliens. The CGI gets better as the years go on and it successfully replicates and in some ways improves the behaviours of the dinosaurs when they react with humans with the dinosaurs violent behaviours sure to thrill the entire audience!"
10,"Despite Clichés and Predicability, The Movie Still Rocked!",13 June 2015,"I knew right from the get-go that this would not be as good as the original 1993 masterpiece. The only thing I wondered was if it would be in the same league. Although not as good, it is inferior by little. Although not a masterpiece, I call it a ""near-masterpiece"" like The Outsiders and The Aviator.This is the first Jurassic movie where the theme park is actually open and tourists check it out. This does a great job in capturing what it would look like if there actually was a dinosaur park. Lex and Tim are not in it and the two brothers that plays the main kids are much inferior and stereotypes of modern kids. I couldn't help but laugh at them. They weren't dumb, but not good either. It was a flaw I liked and let fly by. Chris Pratt is a raptor-tamer who is also a stereotypical sensitive hero. He is no Sam Neill or Jeff Goldblum, but I had a similar reaction to him as I did with Neill and Goldblum. Bryce Dallas Howard is the the most realistic and multilayer ed character as one of the park's heads. She is the boys' aunt and becomes Pratt's girl. The relationship between the two is a dead giveaway. So the characters are flawed, but still likable.The actual story is a bit worse than the characters. The scientists try to breed different dinosaurs together to make really cool new kinds. Why? To build up tourists. Dinosaurs have been extinct for 65 million years and have been alive again for over 20 years in the movie. What kind of person would get bored seeing dinosaurs? It would take about 100 years for humans to get bored with dinosaurs. Even if it were true, look at renowned animal parks like Marine Land. They have regular animals but it's always wonderful to see. But the scientists wanting a new kind of dinosaur was cool. The new dinosaur they make is actually pretty cool, kinda like Godzilla. It escapes and everybody must evacuate. It becomes a regular monster movie from there, with every cliché in the book being thrown at you. At least the clichés were taken advantage of. There's lots of suspense built around and jump scares that were mastered. When the dinosaurs raise hell and battle each other, it feels like you're a kid watching a cartoon special. The movie pretty much is a cartoon special since most dinosaurs are noticeably computers. So despite the lack of wow and wide range of emotions that 1993's gave and having forgivable flaws, Jurassic World is one of the year's best."
9,One of my favorite movies of all time.,23 June 2015,"I was coming into the movie with very high expectations and came out with the movie exceeding my expectations! Jurassic World is now one of my favorite movies of all time. The action sequences are intense and plentiful. The special effects are top notch. The music is wonderful(and not just John William's famous themes; Michael Giacchino's score is excellent as well.) And while the characters may not be as developed as in the original Jurassic Park, they are interesting in their own right. Chris Pratt does a great job as Owen, the raptor trainer, and Bryce Dallas Howard does excellent as Claire, the head of the park. One of my favorite ""characters"" though is the underwater dinosaur Mosasaur. (Every time it jumps out of the pool it's freaking awesome!) Even though a lot of people have called this movie predictable, it had a lot of twists and turns that were surprising, especially the ending. Without spoiling it, the ending sequence is one of the most epic endings that I can remember in any movie. The ending will give any true Jurassic Park fan chills."
10,"Yes, This was a great movie for this day and age, and you WILL enjoy it. DO NOT READ REVIEWS BEFORE YOU SEE A MOVIE.",22 June 2015,"OK movie lovers, this is the review you need to see.Personally, I loved it. The Action is intense, and the storyline is great. The orchestration by Michael Giacchino was VERY well done as opposed to John Williams, and the actors and actresses fit their roles very well too. Now, I constantly go to Movie's, and in MY opinion, this was one of the best I have seen in the last 5 years, due to the storyline and the incredibly well done CGI. If you love Dinosaurs, you're going to enjoy this movie, regardless of what you think about the rest of the movie. Trust me. If you love action, this one is pretty action packed, so you'll have a great time too.HOWEVER, if you read the rest of the reviews, you'll most likely see title's following the words, ""This Movie Sucked"" or ""I'm gonna go on a rant here"". DO NOT READ THEMLook, everyone has their own opinions, likes and dislikes. My opinion is 10 out of 10 across the board easily. Yours might be different, but before you judge this movie because of all the reviews you've just read, I strongly suggest seeing it first. You're not going to regret it, even if you don't like the entire thing, because this movie is full of likable scenes.My rating is 10 out of 10, and I hope to see people take my advice and see it themselves before they decide what they're going to think about it."
10,Loved It,16 June 2015,"People really are too serious these days, Jurrasic World is a fun exciting thrilling film and a I really enjoyed it a I feel like I've waited almost all my life for another Jurrasic Park type film to be realised and I'm so happy they did! All these negative reviews are actually sad what did people expect? The film is obviously going to be slightly similar to the others there's only so much you reasonably can do. Anyway I loved this film I literally cried at the end everyone in the cinemas was clapping clearly we all enjoyed it. I'm a die hard fan of the jurrasic parks and maybe because I loved all the other films so much this was just brilliant it brought me back to my childhood made me remember why I loved them films so much there so exciting and entertaining and it makes you feel all the emotions. This is what I want when I go to see a movie I want to feel the emotions I want to be excited. I mean I literally haven't stopped talking about this film since I saw it. I love Jurrasic World, best film in ages."
10,I was with the Navy. Not the Navajo.,10 March 2016,"As an Avid Jurassic Park fan except for JP3. This film hit me a well thought after movie. There were some draw backs that you read in the comments pages like how could Claire out run a T-Rex in hill and another which i do agree with is that the kids should have been eaten because they were to whiny. It hard to replace performances from the original cast who played lex and tim. As for the CG and Graphics I'm always blown away on how it keeps changing and the dinosaurs always look better. as well as adding a hybrid well, let me tell great choice of adding a raptor rex mix. As the film progressed I was hoping for more dinos in the scene such a the mosasaurus. Other than that I give this film a big thumbs up."
10,"Don't let people mislead you with sentimentalism, it holds it self by its own as an excellent movie",11 June 2015,"Is a solid movie and it holds itself as a trilling experience for everyone. Yes, people from the original cast are not there, however there is actually not a logical reason in the time line to make them go back. Taking out this little detail, the acting is amazing and Chris Pratt holds amazingly as a main character again . Animations are better than ever and the story line even if a little prematurely developed is exciting and looks to reward the new audience as well as the hard on fans. Overall is a great movie which promise enjoyment. I loved it and I will recommend it for everyone that is a fan and for the ones that just want to see a movie that will print a smile at the end."
10,Loved it,28 June 2015,"I loved this movie. I don't understand some of the negative ratings here. This is not a Fellini movie we're reviewing. It's dinosaurs. And plenty of them. I think this is every bit as good as JPI and way better than the other two. There's plenty of action. There are strong characters, big dinosaurs, spectacular special effects. Add a star because it's scary without being gruesome. The plot is plausible in a movie that's based on a totally fantastical platform to start with. Go see it. Definitely one to see on the big screen. It's got a huge box office for a reason. People spontaneously clapped at the start of the ending credits. It's been a long time since I've seen a movie where that happened."
10,Another watchable instalment,17 June 2015,"17 June 2015 Film of Choice at The Plaza Dorchester Tonight - Jurassic World. Let's just say I'm a BIG fan of these movies, right from the minute we saw Sir Richard Attenborough clutching that cane with the amber head, I was hooked. I don't care that it's fiction and highly improbable, what matters is that these films take me to another land and in many ways another time.....65 million years ago to be precise. To be honest there wasn't anything terribly new in this film, two children, a rugged hero type, a woman running around in her high heels and a man with an alternative agenda. What we did get however, was dinosaurs on our side, and I love that. As portrayed in the film, the public want bigger, scarier attractions and a film going audience in a sense want that too. In this film however, we got more of the thinking man's dinosaur and a gaggle of well meaning people whose intentions were good but misplaced, a a couple of characters who really need to get eaten. I watched it in 3D, and I'm selective about the films I watch in 3D these days, but I have to say I was pretty darn good. Wouldn't mind watching it again......oh and Chris Prattt.....yum."
10,Dinos return to glory days,11 June 2015,"JURASSIC WORLD I do so love when a movie series returns to its creative roots. JURASSIC PARK was an epic film, and then Spielberg and company found a way to destroy its flavor with two banal sequels. After a lengthy hiatus that included much soul-searching, and dumping Jack Horner, JURASSIC WORLD brings the franchise back to the wonderfulness of the original.I try to not watch trailers before I see a movie. Often, they are misleading. At best, the reveal too many key plot elements or scenes. Unfortunately, the trailers for JURASSIC WORLD permeated media in a major advertising campaign blitz. What I saw in the trailers alarmed me. Did I actually see Velociraptors work along side the film's protagonist Chris Pratt, as a unified force? It reminded me of ALIENS VS. PREDATOR, where viewers were force-fed the notion a petite black woman was the only human representative capable of defeating a horde of aliens by teaming with the creatures who hunt humans for sport. Please. The concept was idiotic, and though they tried to salvage the movie series with a follow-up, the initial theme essentially destroyed the franchise in the world of celluloid.The raptors, in the same frame with Pratt, are not friendly creatures. Luckily, there are no ""we are family"" moments between species. I'll test your memory here, but think back to the second film in the CREATURE FROM THE BLACK LAGOON series; THE REVENGE OF THE CREATURE. In the film, John Agar, experimenting on the intelligence of the gill-man, uses an electric prod to teach the word ""stop"" to the Creature. Through Pavlovian testing, the Creature hesitates at the sound. It establishes a necessary reaction for the climatic scene. The raptors work much the same manner in JURASSIC WORLD. It is done well.Now, consider Jack Horner. After JURASSIC PARK, Horner attempted to garner his fifteen minutes of Andy Warhol fame and used rather sketchy paleontology findings to discredit the Tyrannosaurus Rex. He claimed the King of Dinosaurs was nothing but a mooching scavenger. Somehow, he convinced Spielberg to shift attention away from Rex. It was a bad move that culminated in a horrendous JURASSIC PARK 3, where a Spinosaurus, which in reality measured only 20 feet compared to T-rex's 50 feet, fights and defeats Rex. Horner's new Rex theories were dismantled by his peers and colleagues within a year. He is now in the café of scientific oblivion, sipping coffee with the two researchers who tried to convince us of global warming with a fabricated hockey stick graph model. Rex is back in full glory in JURASSIC WORLD. In fact, he received cheers and applause from the preview audience when he appeared on screen. They were louder than any reaction to superheroes.JURASSIC WORLD makes many references to the original, and basically ignores everything from the sequels. It is twenty years past John Hammond's disastrous attempt to bring dinosaurs to a theme park. In that time, technology has improved, enabling Hammond's dream to become reality. Thousands of people visit JURASSIC WORLD on a regular basis, but as with all things, dinosaurs become mundane with the public and the park must find new and exciting ways to keep ticket sales booming. Enter Indominus Rex, a genetically built dinosaur hybrid, meant to add an element of fear and terror to park visitors. BD Wong returns as Dr. Henry Wu, and is the culprit behind creation of the new Rex. He is reminiscent of Dr. Susan McCallister, played by Saffron Burrows, in DEEP BLUE SEA, who created superior sharks, but opted not to tell anyone about the enhances features.In keeping with the Spielberg tradition of constantly putting children in danger, Ty Simpkins and Nick Robinson star as Gray and Zach, who are visiting the park while their parents attempt to end their marital bliss. There can never be happy families anymore in films. It doesn't fit the template of a dysfunctional society, so loved by liberal Hollywood ideology. Entrusted to the care of their aunt, the boys naturally find a way to immerse themselves in park havoc, while they discover the bond that exists between brothers. Meanwhile, Auntie Claire, played by Bryce Dallas Howard, while chasing the All American Woman Executive Dream, has the hots for Owen (Pratt), who is in this story what Robert Muldoon should have been in the first. All these subplots are secondary and just provide hurdles for a tale about a genetic freak, and the dinosaurs who hate him.Critics were able to see JURASSIC WORLD in 3D. It is worth it. The dinos, especially the raptor attacks, are superb. The dinos look great, thanks to Ed Verreaux's production design. Cinematography by John Schwartzman is excellent and provides several iconic moments sure to appear on posters and memes. Music, though featuring additional tunes by Michael Giacchino is basically variations on John Williams memorable score.All in all, JURASSIC WORLD brings the series back to where it belongs. You can watch the first one, skip the second and third, and jump straight to this one and have a better franchise. The movie is filled with dinosaurs and dinosaur action. It's worth repeated views and deserves a spot on your home video shelf. As such, it exemplifies excellence in film entertainment and captures the coveted Fist of Fiore Award for 2015. You'll like this one; it's a keeper.10/10"
10,Pratt+Blackwater+Dinosaurs= A Masterpiece,13 June 2015,"OMG I don't even know where to start. I will start I suppose by saying this is in my opinion the Best movie in the series thus far and I know there will be a debate about this but that is how I feel. I watched it in IMAX 3D. I will start with the story which is basic it's about the park finally being opened to tourists after twenty plus years and everything going to Hell. I loved the pacing of the movie though because it doesn't just start with guns blazing it's a slow sizzle to some Fantastic set pieces in cinematography. I would also like to note that they had everything you would want to see in terms of tourists interacting with the park and enjoying it before the fun begins. I would compare it to ""28 Weeks Later"" and them settling down before the Zombie outbreak starts. I will move on to the acting which was very well done Chris Pratt killed it as Owen and was by far the star of the movie. I also have to mention Bryce Dallas Howard as Claire and also Vincent D' Onofrio who played Hoskins. I also enjoyed the banter between the brothers in the movie. Overall they all did a wonderful job of bringing life to the movie. I will now move onto the final part which is the action. I absolutely fell in love with the action set-pieces they were utilized perfectly and not overused. I can only compare it to Godzilla 2014 in terms of fight scenes between the Dinosaurs. I must say that once Blackwater or AKA InGen soldiers came into the mix I was sold. I will say this without spoiling anything that they had a nostalgic scene with Raptors just like the scene in ""The Lost World"". I will close by saying that if you are debating on watching this movie just GO and watch it and I guarantee that you will love it. The final fight scene was Phenomenal."
10,Best one so far!,14 June 2015,"Personally think this is the best of all four movies so far with the hybrid and, of course, the Raptors. This movie, regardless of what others say, is definitely worth the cinema ticket price and I would watch it time and time again.So, as a die hard Jurassic Park fan, I was really looking forward to this sequel and was not let down at all! The second a hybrid dinosaur plot was revealed, I was all in; hoping for a Tyrannosaurus-Velociraptor mix (let's face it, everyone who is a fan would be wishing for that). Wish granted, minus a few other dinosaurs apparently added to that already remarkable mix. The Indominus keeps the movie freshly updated and brings something new and exciting but my favourite thing about Jurassic World is easily the Velociraptors! Blue being the main object of my affection; how can you not love her? Charlie, Delta and Echo are cute too, but as you'll see bear the end, Blue is awesome!"
10,JW - Satisfying Sequel,11 June 2015,"So after being hyped up a lot about this film, booking tickets month in advance, Finally got to see it. I wish it had more impact but it was still a good film. Pros: Nice well paced , Decent acting (kids aren't annoying as some people feared, they did a good job), Funny (nice small jokes not overly done), Lot of Dino's, Nostalgia feels, Visuals/beautiful scenes Cons: Slightly on the predictable side, More of an action ride than an adventure ride, some characters needed more screen time than othersRecommendation: Watch in IMAX, Don't watch the TV spots as they show most of the scenes Rating 8/10 (over all)(If JP1 was 10/10 and number 1/10 would be JP3)"
10,Stomps the others out of the Park,22 June 2015,"This movie is so harshly critiqued by many for all the wrong reasons, this movie delivers in brilliant story, subtle yet well executed character development,superb special effects that I cannot fault and the acting in this movie is brought together perfectly with some big cinema names. I absolutely love this movie as it keeps the entertainment flowing and delivers a sense of engaging and exciting realism due to the well thought out storyline. And when people say it is predictable, it is because the read description. People need to wake up and realise that this movie is making millions because it is a masterpiece, I have already seen it a few times. I give it a rare 10/10"
10,Dream Come's True!,22 June 2015,"This is the 4th film of the greatest Jurassic Park series and one of my favorite movie. I was very excited to watch this movie since i saw its trailer for the first time. When ever i saw any part of this series playing of TV channels, i just sit to watch it hahahaha :D.I have decided to watch this movie with my friends, as we all are just crazy about the Jurassic world. We have decided to wear the same Brown leather Vest in the premier which Chris Pratt worn in this movie. We all were looking exactly same as Owen character which was done by Chris Pratt in this part, Thanks to the Fjackets.com for the perfect costume and making our day.The Role of each actor in this movie is worth especially Chris Pratt and Irfan Khan. This was the best part i have ever seen in this series, WORTH WATCHING."
10,The best Jurassic park movie,4 March 2016,The first three Jurassic park movie are very scary. But this movie is scarier. 7.1 is underrating this movie. This is one of the scariest movies of all time. It is better then 7.1. All the Jurassic Park movie are great movies and this is the best one. This is one of the best scenes fiction movie of all time. This movie has great special effects. It also has a great story line. It also has great acting. Colin Trevorrow is a great director. Chris Pratt is a great actor. Bryce Dallas Howard is a great actresses. Ty Simpkins is a great actor. Nick Robinson is a great actor. See this movie. See all the Jurassic park movies.
10,How to tame your raptor,15 June 2015,"I just recently watched the movie Jurassic World and needless to say, it was EXCELLENT...From the beginning to the end, there was enough action, and surprisingly, a lot of humor to find in between the action scenes. There is some gore to be found in the movie (It is a horror genre with Dino's, after all...) but there wasn't all too much graphic scenes. You could easily take your children to the movie without having to worry about blood or other gruesome things for your kids to see (WARNING: You will see some people got eaten, but as I just mentioned, NO BLOOD)The story takes place on isla Nublar, in Costa Rica. None of the previous characters are involved in this film seeing as how John Hammond has passed away and the previous characters have nothing to do with this movie. However, the new introductions bring a few fresh faces to the genre and the story divides screen time evenly between the main characters so the movie isn't focused on 1 specific character.If you are a fan from Jurassic Park or any Dino-themed movie, this is definitely for you."
