score,title,time,review
1,Awful rubbish,3 June 2017,"Saw Wonder Woman yesterday... quite frankly it's actually really bad. Story line all over shop, character development, all over the shop, main Charakter Wonder Woman stumbles through the movie like a naive 16 year old imbecile, she's a goddess for crying out loud, the logic for not telling her who she really is, screwed up and all over the shop. The way she kills Ares in the end, could have been achieved by telling her who she really was from the get go and a full 2hrs earlier, granted, it would have been a short movie but better. I'm not even getting into the feminism part of it. In Greek mythology Amazons were mainly concerned with war and were rather brutal. To be expected if they were the supposed children of Harmonia and Ares. Yet in the movie they are portrait as peace loving, just, fair, superior beings to all mankind. But also especially superior to men who are essential for procreation and useless otherwise, really?!It wouldn't have hurt if ""Wonder Woman"" would have hit the gym before filming commenced. But I guess if your main character believes that love is the ultimate answer to all of mankind problems, there's no need for that either. The rainbows one can vomit, lightning actually in this case, with all that fuzzy love feeling are blinding your opponents into oblivion, which she kinda did... there you go... The women training her in the movie looked fitter and in better shape than Gal Gadot despite being twice her age, at least in the movie. All this seemed like a bad parody of Thor and captain America, without the humour, without a plot, and atrociously bad acting from an otherwise good cast. So all this really is, a quick money maker with main selling point: ""Female Lead"" I am all for women kicking ass, in movies as a well as real life, here however, to me, it's all to artificial and contrived. For example, in iron man one can believe the change Stark is going through, for one, out of necessity,shrapnel in his chest, for the other he decided to use his wealth for the good because he actually sees what his weapons are causing. Captain America, he's full of idealistic ""Americaness"" alright but is cool, most important the character does not come across as naive. WW did not need to be so clueless. As far as the plot goes she's naive because she was sheltered from the world, fine, but yet she had access to literature about how Humans procreate but not about how the world outside her realm operates? And the character seemed to struggle almost seems to resist to accept the reality she finds herself in. Whereas good old captain America, after 70 years of sleep, just keeps kicking ass. Her character development seems awkwardly written. To me, the biggest disservice to the movie. Overall the movie also felt sadly discombobulated. And then there is the WWI one setting... no one is expecting historic accuracy here, however, to try to glorify or find good in something that was so absolute and inherently not good. More specific to bring in the gas, as was used in WWI on a massive scale for the first time in modern warfare on top WWI having been a downright horror show in recent human history, dunno mate, it's bound to fail in a movie like that.Marvel also incorporated WWII in Capo America, but didn't even try to bring in the concentration camps for example, it would have opened a can of worms the audience wouldn't have bought and it's not what captain America was about. Also the narrative flow is way better with Marvel I find."
10,Diana is Anti-Nazi Hero of Today! Historical Revisionist Entertainment!,5 October 2017,"What I surprised to see was the historical revisionism that successfully became ideological essence of the blockbuster entertainment of today!
 Diana is the most beautiful girl who can only defeat demons in Nazi-like German military uniforms during the World War I! WW1 Germans are equalised with Nazis in WW2 in this American comic film for Jewish heroism. 
The Christian view of the world is quite clear, and the historical view on WWI Germans is as same as WW2 Nazis in films. It seemed to be Anti-Nazism. This is a typical propaganda essence among westernised movies mainly made by Jewish origin filmmakers. Anti-Nazis should not to be anti-Germans. 
However, it is just a good entertainment but not a historical text book at all. We can say that this is a successful live-action comic book. 
Furthermore, this also can be seemed as a feminist film of today and the ideology became the blockbuster entertainment to spread around the world. This is not a bad thing!"
5,Highly overrated movie,24 June 2017,"So I decided to go and see the movie because 8.1 is such a good rate in IMDb. And seriously, what could be better than a hot girl with superpowers killing Nazis. However when I was seeing it I felt that it just was another superhero's movie with nothing to offer more than the same poor structure of the majority of bad superhero's movies: a half naive hero finding her path to kill an evil character that is the responsible of all the bad stuff happening in the world. In the mean time, the hero decides to believe in clichés like ""find love"" and ""everything is about what you believe"" and while she win the knowledge of those clichés, by very poor reasoning by the way, she increases her power to kill the evil character. So it was an extremely predictable movie that we all have seen 80 times but with a hot girl in it. Besides, the rules of the game were never clear, for example: at the end of the movie she decides to forgive the life of a German person because it was the right thing to do and she was so just and good, but during all the movie she was killing people, so one never understands where were the line between the good and the bad, the only thing that helps you to understand the line between the good and the evil was that in one side you had giggling English men and in the other side you had enraged Nazis. And on top of that, the characterization of Ares during the movie is just painful, they put it like a demon that believes that humanity is substantially bad and that they should kill each other for that, but Ares is the god of war and it also means understanding honor, courage and the beauty of the fight, which is very far from the Nazi's horrors. If Ares didn't exist, the Wonder Woman couldn't exist either because she is a character built on the vigor of war. I give it a few stars because the build up of the beginning was actually cool and kind of funny."
3,An Unfunny Comedy of Errors,1 June 2017,"First of all, I'm a woman and I'm pro gender equality and both men's and women's rights.. and no this is not about armpit hair or female power. I don't think art owes anyone anything. Here's why this movie sucks on its own merits: 1- Out of all the Amazonians in the movie, Gal Gadot looks the weakest and least fight- ready. She could've hit the gym as in her current physique compared to women twice her age in the movie she looks like the one who had to sleep with the coach to make the team. Her having the only Hamstrings that swing like jelly amid a fight scene full of women in their fifties makes you wonder. 2- Choosing the First World War as a background was a horrible idea! I felt I was watching a war movie gone bad. Depressing, ugly, frustrating and sad to watch to the point of distraction. What happened in WWI was too tragic even for a superhero to fix. Terrible juxtaposition insulting the sensibility of any person who read anything of value about that war. 3- The introduction of how brave a child she was, was way too lengthy and culminating into some of the most stupid scenes I've ever watched. All that hogwash about not telling Wonderwoman who she ""really"" was ends up getting on your nerves. 4- She sees a mortal from earth for the very first time and all the movie has to allude to in their early conversations is his (according to him) ""above average"" penis??? Come on! 5- She was annoyingly naive! More like wonder sissy not wonder WOMAN. Hissy fits ooh take me to your leader! 6- The God of war, the super evil devil like character she has to fight is an elderly guy completely out of shape and appears to be more like the God of Arthritis. I thought Gods don't age judging by the fact that she doesn't! Only male Gods do? Now that's sexist. 7- I would like to register here my great disdain (eff you Hollywood) for making the villain in the movie someone with a scarred face. So pretty people can't be villains? In fact all the villains are either old, fat or scarred. 8- My second eff you Hollywood moment came when the spy object of wonder ""woman""'s (she was a virgin in the movie so please take note) affection decides to save the world by flying away in a plane loaded with all the lethal gas grenades but lo and behold instead of a million sane solutions he decides to commit suicide for the cause making the plane explode in the air with him in it. I thought this is pretty much the same Jihadi principle of heroic suicide!! Bad, bad, bad! Not to mention that such gas would kill people anyway in that nearby village they were banging on about the entire time. I'm not even gonna go over the scientific bullshit this movie is full of and historical inaccuracies, or plain stupidity because boy oh boy that will take all night .. but just one thing because it's really REALLY getting on my nerves... how does a woman stuff a long sword down the back of revealing dress having the blade go all the way down her ass (if that's even possible at all), then a villain wraps his arm around her back to dance without feeling it? Have the idiots who wrote this scene ever held or seen a real sword? Do they know real swords aren't bendy? Wtf? 9- I'm not sure why there was a Red Indian guy in the British barracks helping an English spy. Why Red Indian? Bring in the Chinese community because the actor looks Chinese? Method in the madness or just madness? 10- The fight scenes are lame and boring. Really boring! In one instance they had to speed the frame to make Gadot look like she's doing something and they didn't even bother mask the fact the scene was sped up digitally. 11- If Wonder ""woman"" kills the god of war making all the German soldiers have an awakening kissing and hugging each other in great relief they just lost (criiiiinnnggggeee moment), how come WWII started only 19 years later? Did they think we will just forget about that one because it's only a movie? Why not choose the background to be WWII so it'll make more sense (if that's even possible for this movie?) ... 12- I felt I was watching an American wrestling WWF show gone really bad... at one point, the men actually give Wonder ""woman"" a simple leg up for her to fly high in the air to destroy a tower with her bare fist. Which reminds me, my husband needs me to help give his nuclear rocket a piggyback ride into outer space, so I'll talk to you later."
5,"Underwhelming, Not Buying into the Hype",7 June 2017,"I disagree with the hype. Spoilers WARNING...The script was pedestrian; the pace was scattered (too fast in the beginning, and too slow when putting the team together); the logic was heavily flawed (one night on a small sailboat in the middle of the ocean with no indication of where they were and you're in London the next morning? One person/Diana single- handedly suppresses a whole front line of gunfire with her shield and wrist-cuffs? A German sniper repeatedly missing multiple non-moving and completely exposed targets? Steve's team of mostly non-soldiers barging through a German camp without much resistance? A spy able to just blow up a whole camp by himself in broad daylight on the fly without being discrete?); wasted/under-explored story lines (Dr. Poison under-explored; Steve's friend, who's supposedly a deadly sniper, unable to shoot, huh?); the motivations/rationale for some of the characters' decisions were a stretch, if not unconvincing (Wonder Woman's mom initially not permitting WW to be trained in combat, especially when we found later in the movie that WW is the God Killer? Steve insisting on going after the German general while armistice was being negotiated? Team just decides to continue fighting without further pay after initially clamoring for money while nothing happens in the process that shows they're moved by something other than money?); unexplained parts that the audience is simply expected to accept (power of the wrist cuffs was never explained; Dr. Poison loses her notebook, but all of a sudden, just conveniently finds a scrap of paper that turned on the light bulb for her; Steve's conversation with Dr. Poison at the gala about seeing her experiment didn't make much sense at all). There are more other issues with this film, but there are more than enough listed above already. All in all, I saw way too many flaws in this film to agree with any of the hype."
1,Terrible Film,8 June 2017,"seriously!? this movie deserves nothing more than 5 out of 10 stars. Terrible film. Acting was horrible. Story made little to no sense at all. Action was mediocre at best.. people need to realize that being politically correct doesn't require you to give this film a good rating. 1) the amount of cuts used was unbearable. When a director uses a lot of cuts, its usually because the scenes are action packed with timeless stunts. The stunts shown should not have required so many cuts. 2) the story was extremely rushed and left with plenty of plot holes. There was no introduction to her powers. just oh Zeus made you perfect. We do not know exactly what powers you have just that you're a god killer. Wonder Woman knows nothing about the political side of the war but automatically assumes with no good reason provided to her that the Germans are the bad guys.... what!? how is it we see her growing up as a child, then all of sudden stop aging. for a 100 years.... (WW1 ended 1918... she was using a tablet. 2017 technology)3) due to what i believe was a terrible script, the acting was horrendous."
2,"Okayish, but moving too fast with bad CGI",6 June 2017,"So, okay, this is a better movie then Suicide Squad (duh!) and it is an enormous leap forward from the absolute horrific stupidity of BvS, but is WonderWoman really a good movie? Well, nah, not really. It is decently entertaining and it does have several redeeming traits, but sadly not a very good movie. Let us start with the bad. The CGI is horribly bad. It is so obvious and so badly done I keep wondering if this movie was made in the early 1990's. I saw this movie the day after seeing Agents of Shield season finale, and AoS had 10-times better CGI. Did they not get money to do a WW movie? The story moves way, way too fast, throughout the movie. They jump from this to this and there is no time to breath, catch up with characters or develop any sense of location. It feels like this movie should have been 2 hours longer and I can only assume it was cut down to fit the American public that love fast pace action set pieces. Diana is a kid, swhoosh, Diana is training, swoosh, Germans are evil and let this Jewish woman go kill them for some reason. Then they jump on a boat and faster than The Flash they are in London, and then swoosh they are in the war, then dancing and then off fighting and whopidoda the movie is over. I got the feeling I was fast forwarding 10-15min all the time. Did they cut out 2 hours? Was the script this bad? The villains were pretty boring and badly flushed out. People keep complaining about Marvel villains, but this was far worse and in a fast pace movie like this you really do need to feel the strength and power and immense danger of the villain(s), but in this movie you do not. Not at all.I also need to mention that I hate that the ""hero"" is fighting the poor Germans in WW1, of course the central powers and Germans were the good guys in WW1 (as far as such things goes in a world war), but the propaganda must go onThe good? Well, Gal Gadot is good as WW, most of the supporting characters are good as well. Most of the action, if you can ignore the bad CGI, is good. The general story, if ignoring all the plot holes, is compelling and there are a lot of fun and great moments in this movie. There is a good/great movie here somewhere, but it is cut away and hidden under badness. If you can relax and just enjoy the ride and not let the bad elements mention above take you too much out of the movie this is okayish. I give the movie a 4 out of 10. It is entertaining after all, but not as good as Man of Steel which is still (to me) the best of the DC movies and also, strangely enough, the DC movie with least Christ-imagery Are all DC characters supposed to be God? Or Gods? Is that the point? Boring. Edit: Just saw the movie again last night and having time to focus on the movie and how good/bad it is, I detected a lot of other issues, inconsistencies and weirdo plot holes I missed the first time around. Consequently I will lower my score to a 3 out of 10."
7,A review from an older guy who is not a huge fan of superhero films.,4 June 2017,"Whether or not you'll love ""Wonder Woman"" no doubt will depend on the individual. The die-hard superhero film lovers have embraced the picture and it's setting box office records...and these folks really shouldn't read or pay much attention to my review. This is because I am over 50 and got tired of the genre long, long ago. I went to quite a few of the films because my daughters love them and this time was was actually taken to the theater by my wife, as she loves the idea of a female superhero. So, if you fall into my demographics...this review is for you!The story is pretty different from my concept for ""Wonder Woman"". This is NOT a complaint...I know a lot of superhero stuff changes. But instead of the WWII setting I expected, the film was set during the final days of WWI. The history teacher in me was intrigued...especially since they actually got the look of the film just right--costumes, airplanes, soldiers, etc.. They also heightened the bleakness of the era by severely restricting the color palate to shades of gray and brown--even the reds looked rather brown. I think this was a good choice...after all, war is horrible. Overall, there really wasn't much to dislike about the film. It had TONS of CGI and action...and that is what many fans want. As for me, I would have liked a bit less and more focus on story....but that is a very typical complaint for folks like me! However, if you do get pulled into going to see it, it won't bore you and offers a few nice twists.By the way, if you saw the film as well, were you ALSO horribly disappointed when the lady scientist's mask came off like I was?! I was expecting so much worse."
1,"clichéd, under-performed mess.",22 June 2017,"How is it that these days a movie like this can be made? I'll tell you why. It's simply another money grab!The main actor runs around casually lifting her arms up now and then to deflect bullets. First of all, she never even trained for that! She practiced sword-fighting and athletics, and suddenly she can follow bullets using eyesight and deflect them? She's also acting like her mind is miles away. ""Do I even look good while doing this?"" ""What would my friends and family say when they see me in this suit?"" ""Omg, I'm going to be so famous!"" Girl, get your head straight. You're ruining your performance by not being in it!The fighting scenes are very poorly choreographed, it's almost as bad as Jessica Jones.Story line is full with holes and one big cliché. Girl discovers her powers, finds a handsome guy, falls in love and follows him while pretending to go out and save the world because it fits the story. Handsome guy dies, fueling her rage so she can kill the bad guy. It's almost like this travesty of a movie rolled out of a factory. There's even a sex scene to top it of, even though Wonder Woman tells the handsome guy that they don't need men to pleasure themselves. Feminists must have loved that scene...The handsome guy is way to under-explained, so are his buddies. I never cared for them at all. But whatever right? After all, I should be looking at WW. But the sad fact is, I don't care for her either! We see a few scenes with her as a little girl, and a few scenes with her as an adult before she goes out and steals the so called ""God Killer"" to run of with her new boyfriend.Now, I don't know anything about WW, but this ""God Killer"" is supposedly an ancient magical sword to be used against Ares, the bad god. This actually made sense if it wasn't for the fact that it's a dud, and the true ""God Killer"" is WW herself. Surprise! And her mother obviously knows this, so she doesn't even care to make sure WW actually has the sword before she almost callously waves her only daughter farewell forever. In turn, WW herself doesn't care for her mother enough to reassure her she has the sword which would give her at least a fighting chance against Ares. This complete disregard of the sword, and emotionless farewell ruined the whole movie for me. Everything else simply added to my frustration.She apparently knows all about the outside world, speaks like 2 dozen languages, knows all about sex without ever having had a real man in her life, but then acts like a little lost girl when she arrives in London. Apparently they forgot to educate her on ""modern"" society and how to conceal a sword and shield. And while we're at it, they also forgot to educate her about the world war that's been ravaging humankind. I mean, what the hell is that?! How do you protect humankind without knowing what's going on? Without ever having the chance to return home once you leave for battle? This is too stupid to even discuss.Whatever..."
4,Am I taking crazy pills?,2 June 2017,"This movie was average, at best. Really poor acting on Gal Gadots part. The story was very predictable, CGI was poor, and the story was phoned in. I really couldn't care less about any of the characters, and there actions were incredible illogical. I had hope with a twist at the end that it would get better, but once again, it just fell flat."
3,Am I the only one who hated this film?,9 June 2017,"My dislike of it could be understandable since I dislike superhero movies for some reason; they just bore me. I'm not the biggest fan of action but I prefer a little action in stories.This movie starts off with Diana reminiscing about her 5-year-old self. She wants to train in fighting and even recklessly jumped off a ledge.Later, the movie time-skips to a pre-teen Diana in disbelief about what she's supposed to be doing.I dislike dramas and not that big on war films so that's three things this movie has that I don't like. The action was too fast for my brain to handle (I don't know what they put in those scenes to make it hard to keep up with) This movie had too much crying and sadness from people in it for me. Even an annoying baby crying voice. The melodrama this movie had made me cringe and get nervous and this is the first film I walked out on. I don't like wasting money on movies but mommy and a therapist told me if a movie starts to make me nervous, I can leave.This is the worst movie so far that I've seen in 2017 and that's saying a lot since Snatched could be considered the worst from the general public but I don't know Amy Schummer enough, nor do I have a disdain for her to hate it like other people do. But it was also not that good of a movie anyway so I could kind of understand why people don't like it."
